claim_id,adjuster_note
CLM50695,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50696,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50697,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50698,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50699,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50700,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50701,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50702,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50703,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50704,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50705,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50706,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50707,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50708,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50709,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50710,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50711,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50712,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50713,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50714,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50715,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50716,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50717,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50718,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50719,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50720,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50721,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50722,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50723,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50724,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50725,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50726,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50727,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50728,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50729,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50730,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50731,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50732,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50733,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50734,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50735,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50736,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50737,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50738,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50739,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50740,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50741,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50742,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50743,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50744,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50745,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50746,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50747,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50748,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50749,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50750,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50751,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50752,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50753,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50754,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50755,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50756,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50757,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50758,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50759,Injuries reported by all occupants despite minor bumper damage. Same clinic for all treatments. Claimant unreachable at listed address.
CLM50760,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50761,Second claim this quarter involving this repair facility. Photos show pre-existing rust at impact point. Tow initiated before FNOL call.
CLM50762,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50763,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50764,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50765,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50766,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50767,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50768,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50769,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50770,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50771,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50772,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50773,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50774,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50775,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50776,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50777,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50778,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50779,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50780,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50781,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50782,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50783,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50784,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50785,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50786,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50787,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50788,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50789,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50790,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50791,Claimant statement matches passenger statement word for word. No police report at scene. Repair estimate from shop received before inspection.
CLM50792,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50793,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50794,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50795,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50796,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50797,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50798,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50799,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50800,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50801,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50802,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50803,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50804,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50805,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50806,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50807,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50808,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50809,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50810,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50811,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50812,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50813,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50814,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50815,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50816,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50817,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50818,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50819,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50820,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50821,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50822,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50823,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50824,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50825,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50826,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50827,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50828,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50829,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50830,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50831,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50832,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50833,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50834,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50835,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50836,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50837,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50838,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50839,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50840,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50841,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50842,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50843,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50844,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50845,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50846,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50847,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50848,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50849,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50850,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50851,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50852,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50853,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50854,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50855,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50856,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50857,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50858,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50859,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50860,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50861,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50862,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50863,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50864,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50865,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50866,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50867,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50868,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50869,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50870,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50871,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50872,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50873,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50874,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50875,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50876,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50877,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50878,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50879,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50880,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50881,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50882,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50883,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50884,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50885,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50886,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50887,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50888,Estimate revised upward twice after initial appraisal. Additional parts claimed not consistent with photos. Claimant requested specific appraiser.
CLM50889,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50890,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50891,Second claim this quarter involving this repair facility. Photos show pre-existing rust at impact point. Tow initiated before FNOL call.
CLM50892,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50893,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50894,"Parking lot impact, third party accepted liability. Repair completed at network shop."
CLM50895,"Rear-end collision at signal, police report on file, photos consistent with damage. Standard repair authorized."
CLM50896,Weather-related single vehicle loss. Adjuster inspection matches estimate. No injuries reported.
CLM50897,"Parking lot impact, third party accepted liability. Repair completed at network shop."
